,LABEL,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
1623,0.0,30000.0,2.0,3.0,2.0,50.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,25648.0,25524.0,3737.0,0.0,0.0,22525.0,1000.0,3836.0,0.0,0.0,22525.0,0.0
1624,0.0,50000.0,2.0,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,44742.0,45737.0,46814.0,47978.0,48733.0,50241.0,1737.0,1814.0,1978.0,1733.0,2241.0,1700.0
1625,0.0,200000.0,2.0,1.0,1.0,34.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2955.0,5895.0,15146.0,11575.0,11564.0,13744.0,5938.0,15682.0,11633.0,11622.0,13813.0,22699.0
1626,0.0,150000.0,2.0,1.0,2.0,31.0,0.0,0.0,0.0,-1.0,0.0,0.0,10778.0,6798.0,6221.0,4711.0,6711.0,6711.0,6000.0,3039.0,9050.0,2000.0,0.0,4000.0
1627,0.0,30000.0,1.0,3.0,1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,2109.0
1628,0.0,50000.0,2.0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,47718.0,48719.0,47725.0,46467.0,14767.0,15085.0,2106.0,2200.0,2000.0,1000.0,700.0,800.0
1629,0.0,50000.0,2.0,2.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,48080.0,48062.0,48667.0,49311.0,24663.0,24854.0,1763.0,2112.0,1756.0,324.0,336.0,351.0
1630,0.0,50000.0,2.0,2.0,2.0,46.0,1.0,3.0,2.0,0.0,0.0,0.0,52308.0,51194.0,50101.0,49527.0,10147.0,9965.0,0.0,0.0,1200.0,400.0,400.0,400.0
1631,0.0,190000.0,2.0,2.0,1.0,34.0,0.0,0.0,0.0,2.0,2.0,2.0,84031.0,86730.0,93705.0,91317.0,96079.0,94428.0,5000.0,9310.0,0.0,7200.0,0.0,8000.0
1632,0.0,150000.0,2.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,-2.0,92802.0,91166.0,99655.0,100000.0,0.0,0.0,7500.0,10000.0,2000.0,0.0,0.0,0.0
1633,0.0,260000.0,1.0,1.0,1.0,40.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,34471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,1.0,280000.0,2.0,1.0,1.0,51.0,-2.0,-1.0,-1.0,-2.0,-1.0,-1.0,390.0,11223.0,15225.0,4951.0,2408.0,8360.0,11223.0,15262.0,4951.0,2408.0,8360.0,6202.0
1635,0.0,140000.0,2.0,2.0,2.0,27.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,1.0,360000.0,2.0,1.0,2.0,39.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,1070.0,0.0,0.0,0.0,906.0,0.0,0.0,0.0,0.0,906.0,0.0,4341.0
1637,0.0,80000.0,2.0,3.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,79986.0,80012.0,78748.0,76722.0,70370.0,64510.0,3000.0,3010.0,2700.0,2300.0,2500.0,2000.0
1638,0.0,50000.0,1.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,46362.0,47393.0,48631.0,49143.0,27709.0,27549.0,1800.0,2000.0,1500.0,1000.0,1200.0,1100.0
1639,1.0,50000.0,2.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,3351.0,4368.0,5391.0,6401.0,6528.0,6664.0,1077.0,1100.0,1106.0,233.0,241.0,243.0
1640,0.0,180000.0,1.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,20793.0,18795.0,23194.0,44070.0,39003.0,26424.0,10053.0,12057.0,30035.0,863.0,72.0,37.0
1641,0.0,320000.0,2.0,1.0,2.0,29.0,-2.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,192.0,192.0,2518.0,255.0,1945.0,192.0,0.0,2518.0,255.0,1945.0,301.0
1642,0.0,150000.0,1.0,2.0,2.0,32.0,1.0,2.0,2.0,2.0,2.0,2.0,133401.0,135703.0,142275.0,144427.0,146702.0,150647.0,6000.0,10275.0,6000.0,6000.0,6100.0,0.0
1643,0.0,10000.0,2.0,2.0,2.0,22.0,-1.0,-1.0,2.0,0.0,0.0,2.0,3646.0,7374.0,6714.0,4432.0,6652.0,6095.0,4000.0,0.0,2000.0,3000.0,0.0,3870.0
1644,0.0,200000.0,2.0,3.0,1.0,49.0,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2317.0,7588.0,7606.0,14053.0,0.0,2317.0,7588.0,7614.0,14053.0,0.0
1645,0.0,210000.0,1.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,118905.0,118620.0,78297.0,36137.0,33264.0,29493.0,5000.0,4000.0,2000.0,2000.0,2000.0,2000.0
1646,1.0,180000.0,2.0,2.0,2.0,28.0,1.0,2.0,2.0,0.0,0.0,0.0,172850.0,182810.0,169529.0,153501.0,136920.0,139506.0,14400.0,402.0,5166.0,5000.0,5030.0,5391.0
1647,0.0,110000.0,1.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,111425.0,95724.0,97712.0,99687.0,100937.0,103138.0,4300.0,4422.0,4493.0,3800.0,3975.0,3773.0
1648,0.0,360000.0,1.0,1.0,2.0,29.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,0.0,500000.0,1.0,1.0,2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29276.0,7934.0,635.0,12416.0,4022.0,259.0,7972.0,637.0,12553.0,4070.0,259.0,11675.0
1650,0.0,500000.0,2.0,2.0,2.0,29.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19440.0
1651,0.0,240000.0,2.0,1.0,2.0,27.0,1.0,2.0,0.0,0.0,0.0,-1.0,7029.0,3932.0,2105.0,2487.0,777.0,5300.0,0.0,1057.0,1000.0,0.0,5300.0,1800.0
1652,0.0,320000.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,40271.0,91965.0,86047.0,82233.0,72175.0,77831.0,60043.0,5036.0,5075.0,5017.0,10077.0,3062.0
1653,0.0,80000.0,2.0,2.0,2.0,25.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,0.0,110000.0,1.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,107800.0,105820.0,104780.0,98139.0,72176.0,74011.0,4000.0,4000.0,4100.0,3000.0,3000.0,3000.0
1655,0.0,80000.0,2.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,76358.0,77433.0,74050.0,73361.0,56966.0,59130.0,3000.0,3000.0,2700.0,2000.0,5000.0,2200.0
1656,0.0,150000.0,2.0,3.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,8902.0,9231.0,9124.0,9356.0,8572.0,9541.0,1200.0,1300.0,1000.0,1572.0,1000.0,1000.0
1657,0.0,250000.0,1.0,1.0,1.0,50.0,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,191.0,2160.0,0.0,900.0,0.0,191.0,2160.0,0.0,900.0,2000.0
1658,0.0,230000.0,2.0,2.0,2.0,41.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,24477.0,23722.0,4791.0,3516.0,7475.0,5352.0,23722.0,4791.0,3516.0,7475.0,5352.0,2120.0
1659,0.0,490000.0,1.0,2.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,59056.0,60236.0,62268.0,63264.0,62928.0,66334.0,2153.0,3000.0,2112.0,2124.0,6004.0,3024.0
1660,0.0,90000.0,2.0,2.0,1.0,55.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3388.0,0.0,0.0,0.0,0.0,7707.0,0.0,0.0,0.0,0.0,7707.0,0.0
1661,0.0,100000.0,2.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,13201.0,14671.0,16120.0,18588.0,13272.0,13549.0,2000.0,2000.0,2786.0,0.0,639.0,700.0
1662,0.0,150000.0,1.0,1.0,2.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,829.0,18311.0,3023.0,2914.0,3529.0,2989.0,18400.0,3500.0,3025.0,3600.0,0.0,1600.0
1663,0.0,260000.0,1.0,5.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,138834.0,143518.0,146714.0,148787.0,152306.0,155690.0,7000.0,7000.0,6000.0,6001.0,6000.0,6000.0
1664,0.0,90000.0,1.0,2.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,93737.0,85818.0,88988.0,50780.0,50929.0,48735.0,3600.0,5100.0,2200.0,2200.0,1944.0,2200.0
1665,0.0,70000.0,2.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,70805.0,70087.0,62750.0,53600.0,45215.0,46486.0,2600.0,2231.0,1800.0,1700.0,2000.0,2000.0
1666,0.0,20000.0,2.0,3.0,2.0,50.0,-1.0,0.0,0.0,0.0,0.0,0.0,19681.0,19968.0,19261.0,20184.0,17016.0,15725.0,1313.0,1481.0,1404.0,0.0,0.0,822.0
1667,0.0,300000.0,2.0,1.0,1.0,43.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-763.0,-754.0,-745.0,-1302.0,-527.0,-518.0,1000.0,1000.0,1100.0,1100.0,1000.0,2500.0
1668,0.0,180000.0,1.0,1.0,2.0,27.0,2.0,0.0,0.0,2.0,0.0,0.0,10070.0,11392.0,14688.0,14040.0,13440.0,13440.0,1500.0,3500.0,0.0,0.0,0.0,0.0
1669,0.0,50000.0,2.0,1.0,2.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1884.0,1077.0,4886.0,3682.0,3190.0,2451.0,1077.0,5693.0,4255.0,3190.0,2451.0,4425.0
1670,0.0,190000.0,2.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,125739.0,126184.0,127189.0,122034.0,124837.0,128442.0,6000.0,6000.0,4000.0,5000.0,5000.0,7000.0
1671,0.0,270000.0,2.0,1.0,2.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,25628.0,27880.0,35387.0,34524.0,36630.0,38871.0,3000.0,8000.0,0.0,3000.0,3000.0,2000.0
1672,1.0,210000.0,1.0,2.0,2.0,28.0,2.0,0.0,0.0,-1.0,0.0,0.0,209479.0,211302.0,-4244.0,205759.0,151849.0,150221.0,10000.0,2572.0,213509.0,6022.0,5817.0,4048.0
1673,0.0,150000.0,2.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,41387.0,40310.0,42652.0,42711.0,43311.0,48311.0,2000.0,3000.0,1500.0,1000.0,5000.0,176.0
1674,0.0,140000.0,2.0,3.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,73166.0,66565.0,76412.0,70091.0,63279.0,56854.0,3112.0,20000.0,3043.0,2359.0,2187.0,1706.0
1675,1.0,160000.0,1.0,3.0,2.0,28.0,2.0,2.0,2.0,2.0,2.0,0.0,152626.0,156752.0,152858.0,161801.0,114389.0,89684.0,8100.0,0.0,14025.0,0.0,5300.0,500.0
1676,0.0,360000.0,1.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,109997.0,205119.0,209680.0,213527.0,174907.0,126309.0,100000.0,8270.0,8423.0,6753.0,5139.0,5000.0
1677,0.0,210000.0,2.0,1.0,2.0,29.0,1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-12.0,2425.0,-12.0,-12.0,5884.0,0.0,2437.0,0.0,0.0,5896.0,0.0,89886.0
1678,1.0,200000.0,1.0,2.0,1.0,37.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,500.0,598.0,1946.0,11900.0,6344.0,4747.0,598.0,1950.0,11921.0,4.0,3.0,1201.0
1679,0.0,170000.0,2.0,1.0,2.0,29.0,-1.0,-1.0,0.0,-1.0,-1.0,-2.0,1380.0,9493.0,8794.0,2301.0,0.0,0.0,9533.0,5004.0,2301.0,0.0,0.0,7800.0
1680,1.0,80000.0,2.0,2.0,1.0,24.0,2.0,2.0,-1.0,0.0,0.0,0.0,3177.0,-13.0,4229.0,4161.0,4042.0,6807.0,0.0,4242.0,1032.0,1000.0,2812.0,2248.0
1681,0.0,230000.0,2.0,1.0,2.0,29.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,360.0,0.0,0.0,0.0,100.0,900.0,0.0,0.0,0.0,100.0,900.0,715.0
1682,0.0,200000.0,1.0,1.0,2.0,29.0,0.0,0.0,0.0,2.0,-1.0,-1.0,9228.0,7532.0,7246.0,3506.0,2376.0,123687.0,2100.0,3320.0,0.0,2400.0,127187.0,2187.0
1683,0.0,120000.0,2.0,2.0,1.0,34.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,0.0,30000.0,2.0,1.0,2.0,45.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,5830.0,1330.0,909.0,390.0,29570.0,940.0,0.0,909.0,390.0,29570.0,940.0,3482.0
1685,1.0,50000.0,1.0,3.0,2.0,39.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,238.0,-152.0,48257.0,48455.0,48195.0,48828.0,0.0,48799.0,1773.0,1711.0,1785.0,1745.0
1686,0.0,50000.0,1.0,3.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,46190.0,44450.0,50266.0,19729.0,20149.0,19593.0,2000.0,20266.0,1300.0,700.0,700.0,700.0
1687,0.0,300000.0,2.0,1.0,2.0,28.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,16094.0,2259.0,0.0,12880.0,14895.0,9386.0,2259.0,0.0,12880.0,2500.0,200.0,280.0
1688,0.0,100000.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,39555.0,40550.0,41587.0,42602.0,43327.0,47950.0,1955.0,1992.0,2007.0,1732.0,5506.0,0.0
1689,0.0,160000.0,1.0,1.0,2.0,31.0,1.0,2.0,0.0,0.0,0.0,0.0,56432.0,55371.0,56316.0,59331.0,60227.0,61778.0,0.0,2000.0,3500.0,2000.0,2200.0,3000.0
1690,0.0,50000.0,1.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,39124.0,40474.0,41220.0,42332.0,43227.0,44530.0,2000.0,1700.0,1800.0,1600.0,2000.0,2000.0
1691,1.0,170000.0,2.0,2.0,1.0,40.0,2.0,-1.0,2.0,-1.0,-1.0,-1.0,193.0,3760.0,3500.0,7190.0,9000.0,0.0,3760.0,0.0,7190.0,9000.0,0.0,0.0
1692,0.0,170000.0,2.0,2.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,24953.0,24334.0,25558.0,24580.0,24855.0,26123.0,2000.0,2000.0,1400.0,1000.0,2000.0,2000.0
1693,0.0,260000.0,1.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,32324.0,24103.0,20158.0,12619.0,176498.0,172274.0,1503.0,2260.0,3030.0,170039.0,6227.0,6052.0
1694,0.0,360000.0,2.0,1.0,2.0,29.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,0.0,110000.0,2.0,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,89955.0,89989.0,84229.0,79288.0,73315.0,63818.0,7908.0,4000.0,5000.0,3000.0,3000.0,3000.0
1696,1.0,50000.0,2.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,46795.0,46285.0,43282.0,14713.0,19583.0,14959.0,2169.0,1966.0,1130.0,5000.0,1000.0,441.0
1697,1.0,80000.0,2.0,2.0,2.0,49.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,390.0,390.0,390.0,390.0,780.0,390.0,390.0,390.0,390.0,780.0,0.0,390.0
1698,0.0,400000.0,2.0,2.0,1.0,34.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,41305.0,206028.0,21153.0,15631.0,14417.0,12228.0,206032.0,21153.0,15948.0,10000.0,10000.0,22934.0
1699,0.0,30000.0,2.0,3.0,2.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,30335.0,29546.0,29826.0,29997.0,29789.0,29967.0,0.0,2000.0,1500.0,1000.0,2000.0,0.0
1700,0.0,240000.0,2.0,1.0,2.0,31.0,0.0,0.0,-2.0,-2.0,-2.0,-1.0,43601.0,-15.0,-15.0,-15.0,-15.0,1185.0,0.0,0.0,0.0,0.0,1200.0,0.0
1701,0.0,180000.0,2.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,151031.0,152510.0,151651.0,159019.0,123022.0,126075.0,7011.0,5657.0,10372.0,5000.0,5000.0,5000.0
1702,1.0,20000.0,2.0,2.0,1.0,23.0,0.0,0.0,2.0,0.0,0.0,0.0,12483.0,15032.0,14506.0,15516.0,15561.0,15910.0,3071.0,0.0,1555.0,600.0,600.0,700.0
1703,0.0,150000.0,2.0,1.0,3.0,30.0,1.0,-1.0,2.0,-1.0,-1.0,-1.0,6043.0,50.0,6527.0,2168.0,-7.0,1373.0,0.0,8589.0,2500.0,0.0,1380.0,0.0
1704,0.0,150000.0,2.0,3.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,61510.0,62731.0,64047.0,65966.0,66671.0,68067.0,2240.0,2321.0,2980.0,2400.0,2468.0,2611.0
1705,0.0,230000.0,2.0,1.0,2.0,24.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,5883.0,7923.0,5418.0,0.0,2000.0,987.0,7000.0,1000.0,0.0,2000.0,987.0,1951.0
1706,0.0,180000.0,2.0,1.0,2.0,25.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,2654.0,-632.0,-632.0,-632.0,-632.0,-632.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,0.0,80000.0,2.0,1.0,2.0,28.0,0.0,0.0,0.0,2.0,2.0,0.0,36736.0,38079.0,40805.0,35740.0,32684.0,32605.0,1955.0,3681.0,1300.0,0.0,1500.0,1200.0
1708,0.0,180000.0,1.0,3.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,172511.0,177587.0,175867.0,159053.0,126688.0,122947.0,8008.0,6528.0,6500.0,5000.0,5000.0,5000.0
1709,0.0,300000.0,1.0,3.0,1.0,53.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-3.0,-3.0,-3.0,580.0,992.0,1205.0,0.0,0.0,583.0,992.0,1205.0,96.0
1710,1.0,360000.0,1.0,2.0,1.0,58.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,30155.0,10508.0,7575.0,3026.0,1133.0,3408.0,10541.0,7600.0,3049.0,1138.0,3414.0,24952.0
1711,1.0,100000.0,2.0,2.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,101458.0,101207.0,101421.0,101111.0,101384.0,101358.0,3800.0,4000.0,3602.0,3719.0,3700.0,7800.0
1712,1.0,500000.0,2.0,1.0,1.0,54.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,6259.0,2937.0,10410.0,30016.0,8014.0,2630.0,2962.0,10457.0,30026.0,26.0,13.0,2283.0
1713,0.0,100000.0,1.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,95933.0,96772.0,97240.0,98159.0,97481.0,97574.0,4499.0,4578.0,4606.0,3817.0,3998.0,3695.0
1714,0.0,70000.0,1.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,69921.0,71198.0,70660.0,67975.0,65805.0,66058.0,2708.0,2532.0,2569.0,2324.0,2541.0,2295.0
1715,0.0,20000.0,1.0,3.0,3.0,57.0,0.0,0.0,2.0,0.0,0.0,0.0,19071.0,20442.0,20141.0,19888.0,20318.0,20364.0,2000.0,1200.0,1300.0,1000.0,1000.0,1000.0
1716,0.0,320000.0,2.0,5.0,1.0,46.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17849.0,5149.0,16615.0,2914.0,696.0,740.0,5149.0,16654.0,2914.0,696.0,740.0,6498.0
1717,0.0,60000.0,2.0,2.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,54532.0,54203.0,58199.0,59152.0,76006.0,19604.0,1970.0,6000.0,3000.0,1000.0,1000.0,1000.0
1718,0.0,230000.0,2.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,9167.0,10468.0,10722.0,11543.0,10058.0,20158.0,1392.0,2000.0,1000.0,0.0,10100.0,2253.0
1719,0.0,200000.0,2.0,2.0,1.0,31.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,3850.0,2025.0,1926.0,3263.0,1580.0,16874.0,6.0,1931.0,3267.0,7.0,17894.0,2508.0
1720,1.0,30000.0,1.0,2.0,2.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,14597.0,15614.0,18246.0,17660.0,17768.0,18151.0,1568.0,3200.0,0.0,700.0,670.0,1500.0
1721,0.0,500000.0,1.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,155820.0,171565.0,184782.0,152365.0,139757.0,153348.0,20000.0,20241.0,20154.0,20019.0,20151.0,20037.0
1722,0.0,190000.0,2.0,5.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,58783.0,59881.0,136994.0,118268.0,110476.0,111802.0,3100.0,80000.0,5000.0,4000.0,4100.0,5000.0
1723,0.0,50000.0,2.0,2.0,1.0,31.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,4468.0,0.0,0.0,0.0,3251.0,3484.0,0.0,0.0,0.0,3251.0,274.0,500.0
1724,0.0,80000.0,1.0,2.0,2.0,29.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,28175.0,0.0,68227.0,68040.0,69840.0,69840.0,0.0,68227.0,2000.0,2000.0,0.0,0.0
1725,0.0,280000.0,1.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,159967.0,164197.0,122611.0,119023.0,113754.0,115029.0,7822.0,4529.0,4238.0,4305.0,4208.0,4003.0
1726,0.0,180000.0,1.0,2.0,1.0,36.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,15315.0,0.0,0.0,0.0,500.0,2240.0,0.0,0.0,0.0,500.0,2240.0,1800.0
1727,0.0,210000.0,2.0,2.0,1.0,42.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,1708.0,2928.0,-2.0,-2.0,918.0,-164.0,2928.0,0.0,0.0,920.0,0.0,0.0
1728,1.0,60000.0,2.0,2.0,1.0,24.0,2.0,2.0,0.0,0.0,0.0,0.0,28600.0,27073.0,27396.0,27499.0,28060.0,27472.0,0.0,1460.0,1439.0,1000.0,1014.0,1078.0
1729,0.0,170000.0,2.0,2.0,1.0,31.0,1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,427.0,427.0,23321.0,23475.0,25218.0,427.0,0.0,23500.0,840.0,2121.0,0.0
1730,0.0,110000.0,2.0,2.0,1.0,43.0,1.0,2.0,2.0,2.0,2.0,2.0,100987.0,101941.0,98364.0,103189.0,99578.0,104412.0,4600.0,0.0,8500.0,0.0,7700.0,3900.0
1731,0.0,130000.0,1.0,3.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,33928.0,35356.0,36782.0,31309.0,32480.0,33953.0,2000.0,2000.0,2000.0,2000.0,2000.0,3000.0
1732,0.0,30000.0,1.0,2.0,1.0,41.0,1.0,2.0,0.0,0.0,0.0,0.0,14110.0,13591.0,14309.0,15320.0,15774.0,15950.0,0.0,1244.0,1255.0,709.0,578.0,741.0
1733,0.0,90000.0,1.0,1.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,91641.0,85906.0,87138.0,87141.0,66964.0,65898.0,3100.0,4300.0,3900.0,2313.0,2378.0,2647.0
1734,1.0,20000.0,2.0,3.0,1.0,39.0,2.0,3.0,2.0,2.0,3.0,2.0,15307.0,14769.0,15232.0,16677.0,16119.0,16548.0,0.0,1000.0,2000.0,0.0,1000.0,1000.0
1735,0.0,90000.0,2.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,30026.0,29239.0,14027.0,13559.0,14331.0,14948.0,2000.0,1518.0,1500.0,1000.0,1000.0,1000.0
1736,0.0,50000.0,2.0,2.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,24202.0,23664.0,21780.0,22722.0,21907.0,2917.0,1340.0,1402.0,1344.0,1002.0,58.0,29.0
1737,1.0,500000.0,1.0,1.0,1.0,55.0,3.0,2.0,2.0,2.0,2.0,2.0,4957.0,4957.0,4957.0,4957.0,4957.0,4957.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,1.0,140000.0,1.0,2.0,2.0,32.0,1.0,2.0,2.0,2.0,2.0,3.0,67923.0,69412.0,67734.0,73079.0,75255.0,75757.0,3200.0,0.0,6500.0,4000.0,2000.0,3000.0
1739,0.0,170000.0,1.0,1.0,1.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2599.0
1740,0.0,20000.0,2.0,2.0,1.0,51.0,0.0,0.0,0.0,2.0,0.0,0.0,5411.0,6279.0,8163.0,8874.0,9722.0,12386.0,1116.0,2000.0,1000.0,1000.0,3000.0,0.0
1741,0.0,230000.0,2.0,1.0,2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2850.0,1940.0,8508.0,-853.0,13909.0,29160.0,1940.0,8508.0,0.0,19000.0,19160.0,0.0
1742,1.0,80000.0,2.0,2.0,1.0,27.0,0.0,-1.0,-1.0,-2.0,-2.0,-2.0,56720.0,5958.0,4303.0,3850.0,0.0,0.0,5958.0,4321.0,3869.0,0.0,0.0,0.0
1743,0.0,270000.0,1.0,1.0,1.0,45.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,278.0,608.0,494.0,315.0,0.0,278.0,608.0,494.0,315.0,0.0,181.0
1744,1.0,50000.0,2.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,29647.0,30845.0,32821.0,34855.0,11776.0,12088.0,2000.0,2800.0,3732.0,750.0,500.0,1000.0
1745,0.0,50000.0,1.0,3.0,1.0,41.0,1.0,2.0,2.0,2.0,0.0,0.0,26915.0,26184.0,29261.0,28444.0,28878.0,27655.0,0.0,3500.0,0.0,1100.0,1100.0,2000.0
1746,0.0,70000.0,1.0,1.0,1.0,67.0,1.0,-1.0,-1.0,2.0,2.0,2.0,275.0,400.0,2.0,2.0,2.0,2.0,10400.0,10002.0,0.0,0.0,0.0,0.0
